915593	Q0	3538160	1	1.903023	contriever
915593	Q0	82107	2	1.8749604	contriever
915593	Q0	8402971	3	1.7968452	contriever
915593	Q0	82108	4	1.7932425	contriever
915593	Q0	8402970	5	1.7543392	contriever
915593	Q0	82105	6	1.7520907	contriever
915593	Q0	82113	7	1.749875	contriever
915593	Q0	8402972	8	1.7389542	contriever
915593	Q0	2210595	9	1.7370422	contriever
915593	Q0	8402968	10	1.7354918	contriever
915593	Q0	3538161	11	1.7348164	contriever
915593	Q0	2210597	12	1.7300894	contriever
915593	Q0	82110	13	1.7199316	contriever
915593	Q0	2210594	14	1.7189305	contriever
915593	Q0	4834226	15	1.718723	contriever
915593	Q0	8402967	16	1.7171175	contriever
915593	Q0	3538164	17	1.7153308	contriever
915593	Q0	6761348	18	1.7131078	contriever
915593	Q0	2210591	19	1.7085843	contriever
915593	Q0	2210596	20	1.7066267	contriever
915593	Q0	8402969	21	1.7047726	contriever
915593	Q0	4566818	22	1.704134	contriever
915593	Q0	2210593	23	1.6993432	contriever
915593	Q0	4566823	24	1.6986057	contriever
915593	Q0	4691129	25	1.6979339	contriever
915593	Q0	4566817	26	1.697871	contriever
915593	Q0	3538166	27	1.6950634	contriever
915593	Q0	6761344	28	1.6944656	contriever
915593	Q0	3538163	29	1.6922379	contriever
915593	Q0	3573479	30	1.6885474	contriever
915593	Q0	4566822	31	1.6876024	contriever
915593	Q0	3538159	32	1.6861376	contriever
915593	Q0	1396705	33	1.6850348	contriever
915593	Q0	8455304	34	1.6830325	contriever
915593	Q0	8029532	35	1.6827763	contriever
915593	Q0	2210599	36	1.6771333	contriever
915593	Q0	3143377	37	1.6762273	contriever
915593	Q0	8178999	38	1.6730978	contriever
915593	Q0	8029527	39	1.6724938	contriever
915593	Q0	8002852	40	1.6688452	contriever
915593	Q0	8178996	41	1.665781	contriever
915593	Q0	2210592	42	1.6618402	contriever
915593	Q0	8029525	43	1.6587303	contriever
915593	Q0	7742098	44	1.6576462	contriever
915593	Q0	8178998	45	1.6570174	contriever
915593	Q0	8275207	46	1.6555192	contriever
915593	Q0	4566816	47	1.6529095	contriever
915593	Q0	5931553	48	1.6508543	contriever
915593	Q0	3573477	49	1.6504781	contriever
915593	Q0	2923496	50	1.6498003	contriever
915593	Q0	2210590	51	1.6463664	contriever
915593	Q0	6923054	52	1.6433845	contriever
915593	Q0	6923052	53	1.6421125	contriever
915593	Q0	7709320	54	1.6417259	contriever
915593	Q0	7837084	55	1.6395274	contriever
915593	Q0	8103065	56	1.6387393	contriever
915593	Q0	8103068	57	1.6374077	contriever
915593	Q0	7837086	58	1.635494	contriever
915593	Q0	3991910	59	1.6349655	contriever
915593	Q0	6761341	60	1.6345513	contriever
915593	Q0	8455302	61	1.6313195	contriever
915593	Q0	82114	62	1.626459	contriever
915593	Q0	8402973	63	1.6180294	contriever
915593	Q0	82109	64	1.6175437	contriever
915593	Q0	8455301	65	1.6154528	contriever
915593	Q0	210379	66	1.611594	contriever
915593	Q0	2923494	67	1.6092904	contriever
915593	Q0	6761346	68	1.6091137	contriever
915593	Q0	2744909	69	1.6084177	contriever
915593	Q0	3538168	70	1.6070687	contriever
915593	Q0	1396708	71	1.6044755	contriever
915593	Q0	4566815	72	1.6024774	contriever
915593	Q0	8402974	73	1.599607	contriever
915593	Q0	3573473	74	1.5933781	contriever
915593	Q0	1772930	75	1.593255	contriever
915593	Q0	1396702	76	1.5920832	contriever
915593	Q0	2923501	77	1.590847	contriever
915593	Q0	2923497	78	1.5896072	contriever
915593	Q0	6761345	79	1.5870416	contriever
915593	Q0	4566819	80	1.5858018	contriever
915593	Q0	6761340	81	1.582377	contriever
915593	Q0	2210598	82	1.5810798	contriever
915593	Q0	7861751	83	1.5772231	contriever
915593	Q0	2588143	84	1.5765955	contriever
915593	Q0	6923051	85	1.5755106	contriever
915593	Q0	6546464	86	1.5746808	contriever
915593	Q0	1396701	87	1.5738685	contriever
915593	Q0	8103063	88	1.5698243	contriever
915593	Q0	8029524	89	1.5663564	contriever
915593	Q0	1772932	90	1.5661421	contriever
915593	Q0	8029533	91	1.5557524	contriever
915593	Q0	3538162	92	1.5557132	contriever
915593	Q0	1396704	93	1.5531845	contriever
915593	Q0	6923050	94	1.5509689	contriever
915593	Q0	3890492	95	1.5500017	contriever
915593	Q0	82106	96	1.5430647	contriever
915593	Q0	82111	97	1.5426915	contriever
915593	Q0	3538165	98	1.5417702	contriever
915593	Q0	3930156	99	1.5401194	contriever
915593	Q0	3523602	100	1.5397437	contriever
915593	Q0	1396703	101	1.5390853	contriever
915593	Q0	3385971	102	1.5378156	contriever
915593	Q0	3069424	103	1.5351677	contriever
915593	Q0	8103067	104	1.5351323	contriever
915593	Q0	8179005	105	1.533921	contriever
915593	Q0	924855	106	1.5256462	contriever
915593	Q0	8179000	107	1.5243609	contriever
915593	Q0	3523599	108	1.5226724	contriever
915593	Q0	8178997	109	1.5203636	contriever
915593	Q0	8179004	110	1.5186405	contriever
915593	Q0	6923058	111	1.5181447	contriever
915593	Q0	8029531	112	1.5153395	contriever
915593	Q0	4834224	113	1.5120821	contriever
915593	Q0	3786330	114	1.5064698	contriever
915593	Q0	4998398	115	1.503256	contriever
915593	Q0	6923055	116	1.5023875	contriever
